nzft_id,entity,entity_clean,transition_plan,coalitions,country_cpi,region_cpi,entity_sector_cpi,entity_subsector_cpi,aum_quartile,aum_or_total_assets
NZFT_01565,robeco,Robeco,True,"NZAM, CA100, PPCA, PRI",Netherlands,Western Europe,Asset Manager,Asset Manager,Large,221490.0
NZFT_01566,robert w. baird,Robert W. Baird,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Large,287514.0
NZFT_01567,roche products pension trust limited,Roche Products Pension Trust Limited,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-large,18268.0
NZFT_01568,rockefeller asset management,Rockefeller Asset Management,False,"NZAM, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Medium-small,15600.0
NZFT_01569,rockpoint group,Rockpoint Group,False,PRI,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,25840.0
NZFT_01570,rolls-royce uk pension fund trustees limited,Rolls-Royce UK Pension Fund Trustees Limited,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,13123.0
NZFT_01571,rongtong fund management,Rongtong Fund Management,False,,China,East Asia and Pacific,Asset Manager,Asset Manager,Medium-large,44000.0
NZFT_01572,rothesay,Rothesay,False,"NZAOA, PRI",United Kingdom,Western Europe,Insurer,Insurance,Large,88487.0
NZFT_01573,rothschild & co asset management europe,Rothschild & Co Asset Management Europe,True,"NZAM, CA100, PRI",France,Western Europe,Asset Manager,Asset Manager,Medium-large,39330.0
NZFT_01574,royal bank of canada,Royal Bank of Canada,True,"CPLC, PCAF",Canada,US & Canada,Bank,Universal Bank,Large,932631.0
NZFT_01575,royal bank of scotland,Royal Bank of Scotland,False,,United Kingdom,Western Europe,Bank,Universal Bank,Large,372691.0
NZFT_01576,royal canadian mounted police pension plan,Royal Canadian Mounted Police Pension Plan,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,12970.0
NZFT_01577,royal london asset management,Royal London Asset Management,True,"NZAM, CA100, PRI",United Kingdom,Western Europe,Asset Manager,Asset Manager,Large,189163.0
NZFT_01578,royal london mutual insurance society (rlmis),Royal London Mutual Insurance Society (RLMIS),True,PAAO,United Kingdom,Western Europe,Insurer,Insurance,Large,202758.0
NZFT_01579,royal mail pensions trustees ltd,Royal Mail Pensions Trustees,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,13190.0
NZFT_01581,rsa insurance group plc,RSA Insurance Group,True,PSI,United Kingdom,Western Europe,Insurer,Insurance,Medium-small,11727.0
NZFT_01582,ruffer llp,Ruffer,False,"NZAM, CA100, IFRS, PRI",United Kingdom,Western Europe,Asset Manager,Asset Manager,Medium-large,26167.0
NZFT_01583,russell investments,Russell Investments,True,"NZAM, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Large,330795.0
NZFT_01584,russell investments master trust,Russell Investments Master Trust,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,6663.0
NZFT_01585,russian direct investment fund (rdif),Russian Direct Investment Fund (RDIF),False,,Russia,Central Asia and Eastern Europe,Asset Owner,Sovereign Wealth Fund,Medium-large,28000.0
NZFT_01586,russian national wealth fund,Russian National Wealth Fund,False,,Russia,Central Asia and Eastern Europe,Asset Owner,Sovereign Wealth Fund,Large,133000.0
NZFT_01587,rwc asset management,RWC Asset Management,False,,United Kingdom,Western Europe,Asset Manager,Asset Manager,Medium-small,13200.0
NZFT_01588,rwe pensionsfonds,RWE Pensionsfonds,False,,Germany,Western Europe,Asset Owner,Pension Fund,Medium-small,6843.0
NZFT_01589,régime de rentes du mouvement desjardins,Régime de Rentes du Mouvement Desjardins,False,PRI,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,12337.0
NZFT_01592,s-bank plc,S-Bank,False,"NZAM, CA100, PRI",Finland,Western Europe,Bank,Commercial Bank,Medium-small,6417.0
NZFT_01595,sacramento county employees' retirement system (scers),Sacramento County Employees' Retirement System (SCERS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,12340.0
NZFT_01596,safe ic,SAFE IC,False,,Hong Kong,East Asia and Pacific,Asset Owner,Sovereign Wealth Fund,Large,1235000.0
NZFT_01598,sage advisory,Sage Advisory,False,"NZAM, CA100, IFRS, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,24860.0
NZFT_01603,sampension,Sampension,True,"PAAO, CA100",Denmark,Western Europe,Asset Owner,Pension Fund,Medium-large,39570.0
NZFT_01604,samruk kazyna,Samruk Kazyna,False,,Kazakhstan,Central Asia and Eastern Europe,Asset Owner,Sovereign Wealth Fund,Large,81000.0
NZFT_01605,samsung group,Samsung Group,True,,"Korea, Republic",East Asia and Pacific,Asset Manager,Asset Manager,Large,234958.0
NZFT_01607,san bernardino county employees retirement association (sbcera),San Bernardino County Employees Retirement Association (SBCERA),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,14308.0
NZFT_01608,san diego city employees retirement system (sdcers),San Diego City Employees Retirement System (SDCERS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,10633.0
NZFT_01610,san diego county employees retirement association (sdcera),San Diego County Employees Retirement Association (SDCERA),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,16021.0
NZFT_01611,san francisco city and county employees' retirement system (sfers),San Francisco City and County Employees' Retirement System (SFERS),True,CA100,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,38097.0
NZFT_01616,san mateo county employees retirement association (smcera),San Mateo County Employees Retirement Association (SMCERA),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,5990.0
NZFT_01617,sanlam,Sanlam,False,CA100,South Africa,Sub-Saharan Africa,Asset Manager,Asset Manager,Medium-large,35952.0
NZFT_01620,santander asset management,Santander Asset Management,False,"NZAM, CA100, PRI",Spain,Western Europe,Asset Manager,Asset Manager,Large,222329.0
NZFT_01621,santander uk plc,Santander (UK) Group Pension Scheme,False,PRI,United Kingdom,Western Europe,Asset Owner,Pension Fund,Large,246388.0
NZFT_01622,sarasin & partners llp,Sarasin & Partners,False,"NZAM, CA100, PRI",United Kingdom,Western Europe,Asset Manager,Asset Manager,Medium-small,17327.0
NZFT_01623,sarofim group,Sarofim Group,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,31700.0
NZFT_01624,saskatchewan healthcare employees’ pension plan,Saskatchewan Healthcare Employees’ Pension Plan,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,7369.0
NZFT_01626,saskatchewan public employees pension plan,Saskatchewan Public Employees Pension Plan,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,8989.0
NZFT_01627,saskatchewan teachers’ retirement plan,Saskatchewan Teachers’ Retirement Plan,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,5515.0
NZFT_01628,savills investment management,Savills Investment Management,False,"NZAM, PRI",United Kingdom,Western Europe,Asset Manager,REIT,Medium-large,26100.0
NZFT_01630,sberbank of russia,Sberbank of Russia,True,PRB,Russia,Central Asia and Eastern Europe,Bank,Commercial Bank,Large,535007.0
NZFT_01631,sbz pensioen,SBZ Pensioen,False,,Netherlands,Western Europe,Asset Owner,Pension Fund,Medium-small,6225.0
NZFT_01632,"schilders-, afwerkings- en glaszetbedrijf","Pensioenfonds BPF Schilders (Schilders-, Afwerkings- En Glaszetbedrijf)",False,,Netherlands,Western Europe,Asset Owner,Pension Fund,Medium-small,9714.0
NZFT_01633,school employees retirement system of ohio (sers ohio),School Employees Retirement System of Ohio (SERS Ohio),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,17455.0
NZFT_01634,schoonmaak- en glazenwassersbedrijf,Pensioenfonds BPF Schoonmaak (Schoonmaak- En Glazenwassersbedrijf),False,,Netherlands,Western Europe,Asset Owner,Pension Fund,Medium-small,6517.0
NZFT_01635,schroders greencoat,Schroders Greencoat,False,NZAM,United Kingdom,Western Europe,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Large,916716.0
NZFT_01636,schroders plc,Schroders,True,"NZAM, CA100, IFRS, PPCA, PRI",United Kingdom,Western Europe,Asset Manager,Asset Manager,Large,974613.0
NZFT_01637,schweizerische bundesbahnen (pksbb),Schweizerische Bundesbahnen (PKSBB),False,,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-large,18749.0
NZFT_01638,scor se,Scor,True,"NZAOA, CA100, PCAF, PRI, PSI",France,Western Europe,Insurer,Insurance,Medium-large,22075.0
NZFT_01639,scotiabank (bank of nova scotia),Scotiabank (Bank of Nova Scotia),True,"CPLC, PCAF",Canada,US & Canada,Bank,Investment Bank,Large,259181.0
NZFT_01640,scotiabank group master trust fund,Scotiabank Group Master Trust Fund,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,5828.0
NZFT_01641,scottish widows group limited,Scottish Widows Group Limited,False,"PAAO, OPSC, PRI",United Kingdom,Western Europe,Insurer,Insurance,Large,135172.0
NZFT_01642,sculptor capital management,Sculptor Capital Management,False,PRI,United States of America,US & Canada,"PE, VC, and Hedge Fund",Hedge Fund,Medium-large,35982.0
NZFT_01645,seb investment management,SEB Investment Management,True,"NZAM, CA100",Sweden,Western Europe,Asset Manager,Asset Manager,Large,125320.0
NZFT_01647,secor asset management,Secor Asset Management,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-small,13300.0
NZFT_01648,securian financial,Securian Financial,False,,United States of America,US & Canada,Insurer,Insurance,Large,222500.0
NZFT_01649,sei investments,SEI Investments,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Large,476713.0
NZFT_01651,service employees international union local 32b & 32j pension fund,Service Employees International Union Local 32B & 32J Pension Fund,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,6311.0
NZFT_01653,shanghai pudong development bank co. ltd.,Shanghai Pudong Development Bank,False,,China,East Asia and Pacific,Bank,Commercial Bank,Medium-small,8416.0
NZFT_01654,shell pensioenfonds,Shell Pensioenfonds,False,,Netherlands,Western Europe,Asset Owner,Pension Fund,Medium-large,31996.0
NZFT_01655,shell pension trust limited,Shell Pension Trust Limited,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-large,22709.0
NZFT_01656,shinhan asset management,Shinhan Asset Management,False,NZAM,"Korea, Republic",East Asia and Pacific,Asset Manager,Asset Manager,Large,83810.0
NZFT_01657,shinhan financial group,Shinhan Financial Group,True,"NZBA, PCAF, PRB","Korea, Republic",East Asia and Pacific,Bank,Universal Bank,Large,529800.0
NZFT_01658,shinkin central bank,Shinkin Central Bank,False,,Japan,East Asia and Pacific,Asset Manager,Asset Manager,Large,303740.0
NZFT_01659,shinsei bank,Shinsei Bank,True,PCAF,Japan,East Asia and Pacific,Bank,Universal Bank,Large,101990.0
NZFT_01662,siemens pensionsfonds,Siemens Pensionsfonds,False,PRI,Germany,Western Europe,Asset Owner,Pension Fund,Medium-large,29276.0
NZFT_01663,silchester international,Silchester International,False,,United Kingdom,Western Europe,Asset Manager,Asset Manager,Medium-large,40274.0
NZFT_01664,silver lake,Silver Lake,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Large,103000.0
NZFT_01665,silvercrest asset management,Silvercrest Asset Management,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,36500.0
NZFT_01666,sit investment,SIT Investment,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-small,14652.0
NZFT_01667,sjätte ap-fonden (ap6),Sjätte Ap-Fonden (AP6),False,,Sweden,Western Europe,Asset Owner,Pension Fund,Medium-small,6481.0
NZFT_01668,sk cic,Crown Investments Corporation of Saskatchewan (SK CIC),False,,Canada,US & Canada,Asset Owner,Sovereign Wealth Fund,Medium-small,17000.0
NZFT_01669,skandinaviska enskilda banken (seb),Skandinaviska Enskilda Banken (SEB),True,"NZBA, PRB, PRI",Sweden,Western Europe,Bank,Investment Bank,Large,240634.0
NZFT_01671,slc fixed me,SLC Management,False,,Canada,US & Canada,Asset Manager,Asset Manager,Large,142000.0
NZFT_01672,slgi asset management inc,SLGI Asset Management,False,"NZAM, PRI",Canada,US & Canada,Asset Manager,Asset Manager,Medium-large,50000.0
NZFT_01676,societe generale private wealth management,Societe Generale Private Wealth Management,False,"NZAM, CA100, PRI",Luxembourg,Western Europe,Asset Manager,Asset Manager,Medium-small,10350.0
NZFT_01677,société générale,Société Générale,True,"NZBA, CAFI, CPLC, IFRS, PRB",France,Western Europe,Bank,Universal Bank,Large,310500.0
NZFT_01678,société générale assurances,Société Générale Assurances,False,"NZAOA, PRI",France,Western Europe,Insurer,Insurance,Large,150112.0
NZFT_01679,sofaz,State Oil Fund of Republic of Azerbaijan (SOFAZ),False,,Azerbaijan,Central Asia and Eastern Europe,Asset Owner,Sovereign Wealth Fund,Medium-large,58000.0
NZFT_01680,soka-bau zvk des baugewerbes ag,Soka-Bau Zvk des Baugewerbes (SOKA-BAU),False,PRI,Germany,Western Europe,Asset Owner,Pension Fund,Medium-small,11547.0
NZFT_01682,sompo asset management,Sompo Asset Management,False,"NZAM, CA100, PRI",Japan,East Asia and Pacific,Asset Manager,Asset Manager,Medium-large,26200.0
NZFT_01683,sompo holdings,Sompo Holdings,True,"NZAOA, PCAF, PRI, PSI",Japan,East Asia and Pacific,Insurer,Insurance,Large,97964.0
NZFT_01685,south carolina public employee benefit authority (peba),South Carolina Public Employee Benefit Authority (PEBA),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,48683.0
NZFT_01686,south dakota retirement system (sdrs),South Dakota Retirement System (SDRS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,15169.0
NZFT_01687,south yorkshire pensions authority,South Yorkshire Pensions Authority (LGPS),True,"PAAO, A4S, CA100",United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,8498.0
NZFT_01689,southern baptist convention pension plan,Southern Baptist Convention Pension Plan,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,9285.0
NZFT_01692,southwest carpenters pension fund,Southwest Carpenters Pension Fund,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,6317.0
NZFT_01693,sovcombank,Sovcombank,False,"NZBA, PRB",Russia,Central Asia and Eastern Europe,Bank,Universal Bank,Medium-large,43718.0
NZFT_01695,sparebank 1 østlandet,Sparebank 1 Østlandet,True,"NZBA, PCAF, PRB",Norway,Western Europe,Bank,Universal Bank,Medium-large,20351.0
NZFT_01697,sparkassen pensionskasse,Sparkassen Pensionskasse,False,PRI,Germany,Western Europe,Asset Owner,Pension Fund,Medium-small,6859.0
NZFT_01698,sparkassen-versicherung sachsen,Sparkassen-Versicherung Sachsen,False,"NZAOA, PRI",Germany,Western Europe,Insurer,Insurance,Medium-large,33710.0
NZFT_01699,spirit superannuation fund,Spirit Superannuation Fund,False,,Australia,Other Oceania,Asset Owner,Pension Fund,Medium-large,19323.0
NZFT_01700,sprucegrove investment management,Sprucegrove Investment Management,False,"NZAM, PRI",Canada,US & Canada,Asset Manager,Asset Manager,Medium-small,15380.0
NZFT_01701,spw (stichting pensioenfonds voor de woningcorporaties),Stichting Pensioenfonds Voor De Woningcorporaties (SPW),False,,Netherlands,Western Europe,Asset Owner,Pension Fund,Medium-large,17511.0
NZFT_01703,st. james’s place,St. James’s Place,False,"NZAOA, PRI",United Kingdom,Western Europe,Asset Manager,Asset Manager,Large,238052.0
NZFT_01705,stadt zürich (pkzh),Stadt Zürich (PKZH),False,,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-large,18340.0
NZFT_01706,stafford capital partners,Stafford Capital Partners,False,"NZAM, PRI",United Kingdom,Western Europe,Asset Manager,Asset Manager,Medium-small,8400.0
NZFT_01707,staffordshire pension fund (lgps),Staffordshire Pension Fund (LGPS),False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,7742.0
NZFT_01709,standard chartered plc,Standard Chartered,False,"NZBA, BEI, CPLC, PCAF, PRB",United Kingdom,Western Europe,Bank,Universal Bank,Medium-large,23433.0
NZFT_01711,stanford university retirement plan,Stanford University Retirement Plan,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,10289.0
NZFT_01713,starlight investments,Starlight Investments,True,"NZAM, PRI",Canada,US & Canada,Asset Manager,Asset Manager,Medium-large,30000.0
NZFT_01714,starwood capital,Starwood Capital,False,PRI,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Large,125324.0
NZFT_01715,state bank of india,State Bank of India,False,,India,South Asia,Bank,Universal Bank,Large,855780.0
NZFT_01716,state of wisconsin investment board (swib),State of Wisconsin Investment Board (SWIB),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Large,130932.0
NZFT_01717,state street global advisors,State Street Global Advisors,False,"NZAM, IFRS, PRI",United Kingdom,Western Europe,Asset Manager,Asset Manager,Large,4670000.0
NZFT_01718,state super (sas trustee corporation),State Super (SAS Trustee Corporation),True,CA100,Australia,Other Oceania,Asset Owner,Pension Fund,Medium-large,28509.0
NZFT_01719,state teachers retirement system of ohio (strs ohio),State Teachers Retirement System of Ohio (STRS Ohio),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Large,87456.0
NZFT_01720,state universities retirement system of illinois (surs),State Universities Retirement System of Illinois (SURS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,26288.0
NZFT_01721,state university of new york retirement system (suny),State University of New York Retirement System (SUNY),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,24643.0
NZFT_01722,stepstone group,Stepstone Group,False,"IFRS, PRI",United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Large,157000.0
NZFT_01723,sterling capital,Sterling Capital,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,66746.0
NZFT_01727,stichting ing cdc pensioenfonds,Stichting Pensioenfonds ING CDC,False,PRI,Netherlands,Western Europe,Asset Owner,Pension Fund,Medium-large,33288.0
NZFT_01728,stichting pensioenfonds achmea,Stichting Pensioenfonds Achmea,False,,Netherlands,Western Europe,Asset Owner,Pension Fund,Medium-small,10328.0
NZFT_01730,stichting pensioenfonds dsm nederland,Stichting Pensioenfonds DSM Nederland,False,,Netherlands,Western Europe,Asset Owner,Pension Fund,Medium-small,7739.0
NZFT_01731,stichting pensioenfonds hoogovens,Stichting Pensioenfonds Hoogovens,False,,Netherlands,Western Europe,Asset Owner,Pension Fund,Medium-small,10867.0
NZFT_01733,stichting pensioenfonds kpn,Stichting Pensioenfonds KPN,False,,Netherlands,Western Europe,Asset Owner,Pension Fund,Medium-small,10589.0
NZFT_01734,stichting pensioenfonds medisch specialisten (spms),Stichting Pensioenfonds Medisch Specialisten (SPMS),False,"NZAOA, PRI",Netherlands,Western Europe,Asset Owner,Pension Fund,Medium-small,11671.0
NZFT_01736,stichting pensioenfonds pgb,Stichting Pensioenfonds PGB,False,,Netherlands,Western Europe,Asset Owner,Pension Fund,Medium-large,32302.0
NZFT_01740,stiftung auffangeinrichtung bvg,Stiftung Auffangeinrichtung BVG,False,,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-small,15137.0
NZFT_01741,stockbridge capital group,Stockbridge Capital Group,False,,United States of America,US & Canada,Asset Manager,REIT,Medium-large,33724.0
NZFT_01742,stone point capital,Stone Point Capital,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,21727.0
NZFT_01743,stonepeak,Stonepeak,False,,United States of America,US & Canada,Asset Manager,REIT,Large,72000.0
NZFT_01744,storebrand,Storebrand Insurance,True,"NZAM, NZAOA, CA100, CIC, PRI, PSI",Norway,Western Europe,Insurer,Insurance,Large,118323.0
NZFT_01745,storebrand asset management,Storebrand Asset Management,False,"NZAM, CA100, PRI",Norway,Western Europe,Asset Manager,Asset Manager,Large,105410.0
NZFT_01746,strathclyde pension fund,Strathclyde Pension Fund,True,"PAAO, PRI",United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-large,27500.0
NZFT_01750,sumitomo life insurance,Sumitomo Life Insurance,True,"NZAOA, CA100, PCAF, PRI",Japan,East Asia and Pacific,Insurer,Insurance,Large,264300.0
NZFT_01751,sumitomo mitsui ds asset management company,Sumitomo Mitsui Ds Asset Management Company,False,"NZAM, CA100, PRI",Japan,East Asia and Pacific,Asset Manager,Asset Manager,Large,157000.0
NZFT_01752,sumitomo mitsui financial group,Sumitomo Mitsui Financial Group,True,"PCAF, PRB",Japan,East Asia and Pacific,Bank,Commercial Bank,Large,1518000.0
NZFT_01753,sumitomo mitsui trust asset management,Sumitomo Mitsui Trust Asset Management,True,"NZAM, CA100, PRI",Japan,East Asia and Pacific,Asset Manager,Asset Manager,Large,617000.0
NZFT_01754,sumitomo mitsui trust group.,Sumitomo Mitsui Trust Group,True,"NZBA, PCAF, PRB, PRI",Japan,East Asia and Pacific,Bank,Universal Bank,Large,482193.0
NZFT_01756,summit partners,Summit Partners,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-small,16042.0
NZFT_01757,sun life financial,Sun Life Financial,True,"PCAF, PSI",Canada,US & Canada,Insurer,Insurance,Large,1071619.0
NZFT_01759,super sa (south australia government superannuation),Super SA (South Australia Government Superannuation),True,,Australia,Other Oceania,Asset Owner,Pension Fund,Medium-large,27000.0
NZFT_01762,surrey pension fund (lgps),Surrey Pension Fund (LGPS),False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,6238.0
NZFT_01763,sustainable development capital llp,Sustainable Development Capital,False,"NZAM, PRI",United Kingdom,Western Europe,Bank,Investment Bank,Large,96891.0
NZFT_01764,sv sparkassenversicherung,SV Sparkassenversicherung,False,"NZAOA, PRI",Germany,Western Europe,Insurer,Insurance,Medium-large,26601.0
NZFT_01766,svenska handelsbanken,Svenska Handelsbanken,False,"NZBA, PCAF, PRB, PRI",Sweden,Western Europe,Bank,Universal Bank,Large,107671.0
NZFT_01768,swedbank ab,Swedbank,False,"NZBA, PCAF, PRB",Sweden,Western Europe,Bank,Universal Bank,Large,219768.0
NZFT_01769,swedbank robur fonder ab,Swedbank Robur Fonder,False,"NZAM, CA100, PRI",Sweden,Western Europe,Asset Manager,Asset Manager,Medium-small,17076.0
NZFT_01771,swiss life asset managers,Swiss Life Asset Managers,False,"NZAM, CA100, PRI",Switzerland,Western Europe,Asset Manager,Asset Manager,Large,232000.0
NZFT_01772,swiss post pension fund,Swiss Post Pension Fund,False,,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-large,17942.0
NZFT_01773,swiss re,Swiss Re,True,"NZAOA, PCAF, PRI, PSI",Switzerland,Western Europe,Insurer,Insurance,Large,111300.0
NZFT_01775,swisscanto by zürcher kantonalbank,Swisscanto,False,NZAM,Switzerland,Western Europe,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Large,275609.0
NZFT_01776,sws mu fund management,SWS MU Fund Management,False,PRI,China,East Asia and Pacific,Asset Manager,Asset Manager,Large,203566.0
NZFT_01779,syncona investment management limited,Syncona Investment Management Limited,False,"NZAM, PRI",United Kingdom,Western Europe,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-small,7036.0
NZFT_01781,systematica investments,Systematica Investments,False,PRI,Jersey,Western Europe,"PE, VC, and Hedge Fund",Hedge Fund,Medium-large,22300.0
NZFT_01782,t&d asset management,T&D Asset Management,False,PRI,Japan,East Asia and Pacific,Asset Manager,Asset Manager,Medium-small,7203.0
NZFT_01783,t. rowe price group,T. Rowe Price Group,True,"NZAM, IFRS, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Large,1606600.0
NZFT_01784,ta associates,TA Associates,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,40000.0
NZFT_01786,talanx group,Talanx Group,True,"PRI, PSI",Germany,Western Europe,Insurer,Insurance,Medium-large,48748.0
NZFT_01790,tayside pension fund (lgps),Tayside Pension Fund (LGPS),False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,6858.0
NZFT_01791,tci fund management,TCI Fund Management,False,CA100,United Kingdom,Western Europe,"PE, VC, and Hedge Fund",Hedge Fund,Medium-large,63000.0
NZFT_01792,tcorp,New South Wales Treasury Corporation (TCorp),False,,Australia,Other Oceania,Asset Owner,Sovereign Wealth Fund,Large,75000.0
NZFT_01793,tcw group,TCW Group,False,"IFRS, PCAF, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Large,205174.0
NZFT_01794,td asset management,TD Asset Management,False,CA100,Canada,US & Canada,Asset Manager,Asset Manager,Medium-small,10000.0
NZFT_01795,td bank group,TD Bank Group,True,"CPLC, IFRS, PCAF, PSI",Canada,US & Canada,Bank,Commercial Bank,Large,2061750.0
NZFT_01797,teacher retirement system of texas (trs),Teachers' Retirement System Of Texas (TRS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Large,181656.0
NZFT_01798,teachers retirement system of georgia,Teachers Retirement System of Georgia (TRSGA),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Large,91088.0
NZFT_01799,teachers' retirement system of kentucky (trs kentucky),Teachers' Retirement System Of Kentucky (TRS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,23191.0
NZFT_01800,teachers' retirement system of louisiana (trsl),Teachers' Retirement System Of Louisiana (TRSL),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,27348.0
NZFT_01801,teachers' retirement system of the state of illinois (trs illinois),Teachers' Retirement System of the State of Illinois (TRS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,65637.0
NZFT_01802,teachers’ retirement allowances fund board (manitoba),Teachers’ Retirement Allowances Fund Board (Manitoba),False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,6350.0
NZFT_01803,teacher’s retirement system of the city of new york,Teachers' Retirement System of the City of New York (TRS),False,"PAAO, PRI",United States of America,US & Canada,Asset Owner,Pension Fund,Large,117633.0
NZFT_01811,teamsters western conference of teamsters pension trust fund,Teamsters Western Conference of Teamsters Pension Trust Fund,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,53428.0
NZFT_01816,telstrasuper,Telstrasuper,False,"CA100, PRI",Australia,Other Oceania,Asset Owner,Pension Fund,Medium-small,17324.0
NZFT_01817,telus corporation pension plan,Telus Corporation Pension Plan,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,6845.0
NZFT_01818,temasek,Temasek,True,IFRS,Singapore,East Asia and Pacific,Asset Owner,Sovereign Wealth Fund,Large,287000.0
NZFT_01819,tennessee consolidated retirement system (tcrs),Tennessee Consolidated Retirement System (TCRS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Large,74373.0
NZFT_01820,tennessee valley authority retirement system (tva),Tennessee Valley Authority (TVA) Retirement System,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,12078.0
NZFT_01822,tesco pension trustees limited,Tesco Pension Trustees Limited,True,"PAAO, A4S, OPSC",United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,16000.0
NZFT_01823,texas county & district retirement system (tcdrs),Texas County & District Retirement System (TCDRS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,43779.0
NZFT_01824,texas municipal retirement system (tmrs),Texas Municipal Retirement System (TMRS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,37216.0
NZFT_01825,texas psf,Texas PSF,False,,United States of America,US & Canada,Asset Owner,Sovereign Wealth Fund,Medium-large,56000.0
NZFT_01826,texas puf,Texas PUB,False,,United States of America,US & Canada,Asset Owner,Sovereign Wealth Fund,Large,78000.0
NZFT_01828,"the bank of east asia, limited",The Bank Of East Asia,True,"NZBA, PCAF",Hong Kong,East Asia and Pacific,Bank,Universal Bank,Large,113002.0
